年,区名,当落,得票数,氏名,よみ,年齢,性別,党派,新旧,主な肩書き,得票率%,略称党名,党順序,自治体コード
2015,目黒,落,601.0,金井　洋,かない　ひろし,42.0,男,無所属,新,介護福祉士,0.7,無所属,11.0,131105
2015,目黒,落,188.0,田中　弘武,たなか　ひろむ,27.0,男,無所属,新,会社員,0.22,無所属,11.0,131105
2019,目黒,当,3015.0,須藤　甚一郎,,80.0,男,無所属,現,,3.28,無所属,11.0,131105
2019,目黒,当,2757.0,青木　英太,,28.0,男,無所属,新,,3.0,無所属,11.0,131105
2019,目黒,当,2120.0,鴨志田　リエ,,60.0,女,無所属,現,,2.31,無所属,11.0,131105
2019,目黒,当,2035.0,改田　和弘,,25.0,男,無所属,新,,2.21,無所属,11.0,131105
2019,目黒,当,1925.0,吉野　正人,,52.0,男,無所属,現,,2.09,無所属,11.0,131105
2019,目黒,当,1657.0,岸　大介,,45.0,男,無所属,新,,1.8,無所属,11.0,131105
2019,目黒,当,1520.0,白川　愛,,44.0,女,無所属,新,,1.65,無所属,11.0,131105
2019,目黒,落,984.0,小沢　藍,,37.0,女,無所属,現,,1.07,無所属,11.0,131105
2019,目黒,落,546.0,梅原　辰郎,,71.0,男,無所属,元,,0.59,無所属,11.0,131105
2019,目黒,落,454.0,木村　寛紀,,41.0,男,無所属,新,,0.49,無所属,11.0,131105
2019,目黒,落,238.0,渡辺　雅仁,,60.0,男,無所属,新,,0.26,無所属,11.0,131105
2011,目黒,当,2944.0,伊賀　保夫,いが　やすお,33.0,男,みんな,新,会社役員,3.54,諸派,99.0,131105
2011,目黒,当,2180.0,松田　哲也,まつだ　てつや,46.0,男,みんな,現,区議会議員,2.62,諸派,99.0,131105
2011,目黒,当,2155.0,秋元　馨,あきもと　かおる,36.0,男,みんな,新,会社経営,2.6,諸派,99.0,131105
2011,目黒,落,839.0,平田　喜章,ひらた　きしょう,40.0,男,みんな,新,政党支部長,1.01,諸派,99.0,131105
2011,目黒,当,2230.0,広吉　敦子,ひろよし　あつこ,46.0,女,目黒・生活者ネットワーク,新,ヨガインストラクター,2.68,諸派,99.0,131105
2015,目黒,当,2125.0,広吉　敦子,ひろよし　あつこ,50.0,女,目黒・生活者ネットワーク,現,区議会議員,2.46,諸派,99.0,131105
2019,目黒,落,1377.0,渡辺　夏子,,37.0,女,目黒・生活者ネットワーク,新,,1.5,諸派,99.0,131105
2011,目黒,当,2214.528,佐藤　昇,さとう　のぼる,46.0,男,自民,現,酒販店経営,2.67,自民,1.0,131105
2011,目黒,当,2205.0,小野瀬　康裕,おのせ　やすひろ,39.0,男,自民,現,区議会議員,2.66,自民,1.0,131105
2011,目黒,当,2121.0,栗山　芳士,くりやま　よしじ,41.0,男,自民,現,区議会議員,2.55,自民,1.0,131105
2011,目黒,当,1978.0,清水　昌樹,しみず　まさき,50.0,男,自民,新,会社員,2.38,自民,1.0,131105
2011,目黒,当,1779.0,橋本　欣一,はしもと　きんいち,45.0,男,自民,現,区議会議員,2.14,自民,1.0,131105
2011,目黒,当,1667.0,磯野　弘三,いその　こうぞう,44.0,男,自民,現,区議会議員,2.01,自民,1.0,131105
2011,目黒,当,1642.0,今井　礼子,いまい　れいこ,63.0,女,自民,現,区議会議員,1.98,自民,1.0,131105
2011,目黒,当,1617.0,宗田　次郎,そうだ　じろう,50.0,男,自民,現,区議会議員,1.95,自民,1.0,131105
2011,目黒,当,1616.0,田島　憲二,たじま　けんじ,56.0,男,自民,現,区議会議員,1.95,自民,1.0,131105
2011,目黒,当,1608.0,二ノ宮　啓吉,にのみや　けいきち,73.0,男,自民,現,区議会議員,1.94,自民,1.0,131105
2011,目黒,当,1557.0,飯田　倫子,いいだ　みちこ,64.0,女,自民,現,区議会議員,1.88,自民,1.0,131105
2011,目黒,当,1489.906,伊藤　喜昭,いとう　よしあき,67.0,男,自民,現,区議会議員,1.79,自民,1.0,131105
2011,目黒,当,1473.0,赤城　裕,あかぎ　ゆたか,47.0,男,自民,現,区議会議員,1.77,自民,1.0,131105
2011,目黒,当,1350.0,宮沢　宏行,みやざわ　ひろゆき,46.0,男,自民,新,建設会社役員,1.63,自民,1.0,131105
2011,目黒,落,1239.0,市沢　芳範,いちざわ　よしのり,60.0,男,自民,現,区議会議員,1.49,自民,1.0,131105
2015,目黒,当,2206.0,橋本　欣一,はしもと　きんいち,49.0,男,自民,現,区議会議員,2.56,自民,1.0,131105
2015,目黒,当,2121.0,小野瀬　康裕,おのせ　やすひろ,43.0,男,自民,現,区議会議員,2.46,自民,1.0,131105
2015,目黒,当,2082.0,宗田　次郎,そうだ　じろう,54.0,男,自民,現,区議会議員,2.41,自民,1.0,131105
2015,目黒,当,1923.0,西村　千帆,にしむら　ちほ,41.0,女,自民,新,会社員,2.23,自民,1.0,131105
2015,目黒,当,1858.75,佐藤　昇,さとう　のぼる,50.0,男,自民,現,区議会議員,2.15,自民,1.0,131105
2015,目黒,当,1852.0,宮沢　宏行,みやざわ　ひろゆき,50.0,男,自民,現,区議会議員,2.15,自民,1.0,131105
2015,目黒,当,1793.0,田島　憲二,たじま　けんじ,60.0,男,自民,現,区議会議員,2.08,自民,1.0,131105
2015,目黒,当,1588.0,小林　佳奈子,こばやし　かなこ,38.0,女,自民,新,国会議員秘書,1.84,自民,1.0,131105
2015,目黒,当,1588.0,磯野　弘三,いその　こうぞう,48.0,男,自民,現,区議会議員,1.84,自民,1.0,131105
2015,目黒,当,1586.0,今井　礼子,いまい　れいこ,67.0,女,自民,現,区議会議員,1.84,自民,1.0,131105
2015,目黒,当,1580.0,鈴木　理志,すずき　まさし,51.0,男,自民,新,会社役員,1.83,自民,1.0,131105
2015,目黒,当,1509.0,飯田　倫子,いいだ　みちこ,68.0,女,自民,現,区議会議員,1.75,自民,1.0,131105
2015,目黒,当,1434.569,河野　陽子,こうの　ようこ,52.0,女,自民,新,無職,1.66,自民,1.0,131105
2015,目黒,落,1326.535,佐藤　光伸,さとう　みつのぶ,33.0,男,自民,新,弁護士,1.54,自民,1.0,131105
2015,目黒,落,1197.0,伊藤　喜昭,いとう　よしあき,71.0,男,自民,現,区議会議員,1.39,自民,1.0,131105
2015,目黒,落,1152.394,赤城　裕,あかぎ　ゆたか,51.0,男,自民,現,区議会議員,1.34,自民,1.0,131105
2015,目黒,落,1100.0,清水　昌樹,しみず　まさき,54.0,男,自民,現,区議会議員,1.27,自民,1.0,131105
2019,目黒,当,2398.0,河野　陽子,,56.0,女,自民,現,,2.61,自民,1.0,131105
2019,目黒,当,2294.69,佐藤　昇,,54.0,男,自民,現,,2.49,自民,1.0,131105
2019,目黒,当,2165.0,宗田　次郎,,58.0,男,自民,現,,2.35,自民,1.0,131105
2019,目黒,当,2122.0,西村　千帆,,45.0,女,自民,現,,2.31,自民,1.0,131105
2019,目黒,当,2060.0,小野瀬　康裕,,47.0,男,自民,現,,2.24,自民,1.0,131105
2019,目黒,当,2051.0,宮沢　宏行,,54.0,男,自民,現,,2.23,自民,1.0,131105
2019,目黒,当,1878.0,小林　佳奈子,,42.0,女,自民,現,,2.04,自民,1.0,131105
2019,目黒,当,1723.0,磯野　弘三,,52.0,男,自民,現,,1.87,自民,1.0,131105
2019,目黒,当,1597.154,田島　憲二,,64.0,男,自民,現,,1.74,自民,1.0,131105
2019,目黒,当,1588.0,鈴木　理志,,55.0,男,自民,現,,1.73,自民,1.0,131105
2019,目黒,落,1499.779,橋本　欣一,,53.0,男,自民,現,,1.63,自民,1.0,131105
2019,目黒,落,1487.0,竹村　雄尉,,35.0,男,自民,現,,1.62,自民,1.0,131105
2019,目黒,落,1457.0,今井　礼子,,71.0,女,自民,現,,1.58,自民,1.0,131105
2019,目黒,落,1403.0,飯田　倫子,,72.0,女,自民,現,,1.52,自民,1.0,131105
2019,目黒,落,1232.0,清水　昌樹,,58.0,男,自民,元,,1.34,自民,1.0,131105
2011,目黒,当,2084.0,森　美彦,もり　よしひこ,59.0,男,共産,現,区議会議員,2.51,共産,5.0,131105
2011,目黒,当,1945.0,石川　恭子,いしかわ　きょうこ,56.0,女,共産,現,区議会議員,2.34,共産,5.0,131105
2011,目黒,当,1705.0,星見　定子,ほしみ　ていこ,53.0,女,共産,現,区議会議員,2.05,共産,5.0,131105
2011,目黒,当,1408.0,岩崎　史博,いわさき　ふみひろ,46.0,男,共産,現,区議会議員,1.7,共産,5.0,131105
2011,目黒,落,1261.0,松嶋　祐一郎,まつしま　ゆういちろう,29.0,男,共産,新,政党職員,1.52,共産,5.0,131105
2015,目黒,当,2696.0,星見　定子,ほしみ　ていこ,57.0,女,共産,現,区議会議員,3.13,共産,5.0,131105
2015,目黒,当,2542.0,松嶋　祐一郎,まつしま　ゆういちろう,33.0,男,共産,新,政党職員,2.95,共産,5.0,131105
2015,目黒,当,2516.0,石川　恭子,いしかわ　きょうこ,60.0,女,共産,現,区議会議員,2.92,共産,5.0,131105
2015,目黒,当,2192.0,森　美彦,もり　よしひこ,63.0,男,共産,現,区議会議員,2.54,共産,5.0,131105
2015,目黒,当,1739.0,岩崎　史博,いわさき　ふみひろ,50.0,男,共産,現,区議会議員,2.02,共産,5.0,131105
2019,目黒,当,2472.0,石川　恭子,,64.0,女,共産,現,,2.69,共産,5.0,131105
2019,目黒,当,1814.0,松嶋　祐一郎,,37.0,男,共産,現,,1.97,共産,5.0,131105
2019,目黒,当,1807.0,芋川　祐樹,,36.0,男,共産,新,,1.96,共産,5.0,131105
2019,目黒,当,1695.0,岩崎　史博,,54.0,男,共産,現,,1.84,共産,5.0,131105
2019,目黒,当,1535.0,斉藤　優子,,50.0,女,共産,新,,1.67,共産,5.0,131105
2011,目黒,当,2061.0,鴨志田　リエ,かもしだ　りえ,52.0,女,民主,現,会社役員,2.48,民主,80.0,131105
2011,目黒,当,1934.0,青木　早苗,あおき　さなえ,63.0,女,民主,現,区議会議員,2.33,民主,80.0,131105
2011,目黒,当,1596.0,吉野　正人,よしの　まさと,44.0,男,民主,新,会社員,1.92,民主,80.0,131105
2011,目黒,当,1385.0,香野　茜,こうの　あかね,32.0,女,民主,現,区議会議員,1.67,民主,80.0,131105
2011,目黒,当,1384.184,木村　洋子,きむら　ようこ,61.0,女,民主,現,区議会議員,1.67,民主,80.0,131105
2011,目黒,落,1310.0,西崎　翔,にしざき　つばさ,27.0,男,民主,新,無職,1.58,民主,80.0,131105
2011,目黒,落,1003.0,富士見　大郎,ふじみ　だいろう,42.0,男,民主,現,区議会議員,1.21,民主,80.0,131105
2011,目黒,落,893.0,村田　信之,むらた　のぶゆき,44.0,男,民主,新,ジャーナリスト,1.08,民主,80.0,131105
2011,目黒,落,807.0,土屋　克彦,つちや　かつひこ,41.0,男,民主,現,区議会議員,0.97,民主,80.0,131105
2011,目黒,落,690.0,栗林　裕信,くりばやし　ひろのぶ,52.0,男,民主,新,会社経営,0.83,民主,80.0,131105
2011,目黒,落,516.815,木村　勝隆,きむら　かつたか,58.0,男,民主,新,会社員,0.62,民主,80.0,131105
2011,目黒,落,514.0,荒木　しげる,あらき　しげる,62.0,男,民主,新,俳優,0.62,民主,80.0,131105
2015,目黒,当,2792.0,西崎　翔,にしざき　つばさ,31.0,男,民主,新,無職,3.24,民主,80.0,131105
2015,目黒,当,1874.0,吉野　正人,よしの　まさと,48.0,男,民主,現,区議会議員,2.17,民主,80.0,131105
2015,目黒,当,1871.0,青木　早苗,あおき　さなえ,67.0,女,民主,現,区議会議員,2.17,民主,80.0,131105
2015,目黒,落,1356.0,香野　茜,こうの　あかね,36.0,女,民主,現,区議会議員,1.57,民主,80.0,131105
2015,目黒,落,1085.43,木村　洋子,きむら　ようこ,65.0,女,民主,現,区議会議員,1.26,民主,80.0,131105
2011,目黒,当,1888.0,関　賢一,せき　けんいち,46.0,男,公明,現,区議会議員,2.27,公明,4.0,131105
2011,目黒,当,1857.0,川原　伸昭,かわはら　のぶあき,39.0,男,公明,新,会社員,2.24,公明,4.0,131105
2011,目黒,当,1766.0,飯島　和代,いいじま　かずよ,55.0,女,公明,新,政党役員,2.13,公明,4.0,131105
2011,目黒,当,1761.0,山宮　清孝,やまみや　きよたか,40.0,男,公明,新,政党役員,2.12,公明,4.0,131105
2011,目黒,当,1760.214,佐藤　豊,さとう　ゆたか,48.0,男,公明,新,政党役員,2.12,公明,4.0,131105
2011,目黒,当,1637.0,武藤　正浩,むとう　まさひろ,50.0,男,公明,現,区議会議員,1.97,公明,4.0,131105
2015,目黒,当,1936.0,川原　伸昭,かわはら　のぶあき,43.0,男,公明,現,区議会議員,2.24,公明,4.0,131105
2015,目黒,当,1771.319,佐藤　豊,さとうゆたか,52.0,男,公明,現,区議会議員,2.05,公明,4.0,131105
2015,目黒,当,1690.0,飯島　和代,いいじま　かずよ,59.0,女,公明,現,区議会議員,1.96,公明,4.0,131105
2015,目黒,当,1665.0,関　賢一,せき　けんいち,50.0,男,公明,現,区議会議員,1.93,公明,4.0,131105
2015,目黒,当,1623.0,山宮　清孝,やまみや　きよたか,44.0,男,公明,現,区議会議員,1.88,公明,4.0,131105
2015,目黒,当,1478.0,武藤　正浩,むとう　まさひろ,54.0,男,公明,現,区議会議員,1.71,公明,4.0,131105
2019,目黒,当,2134.0,川原　伸昭,,47.0,男,公明,現,,2.32,公明,4.0,131105
2019,目黒,当,1973.0,飯島　和代,,63.0,女,公明,現,,2.14,公明,4.0,131105
2019,目黒,当,1806.0,武藤　正浩,,58.0,男,公明,現,,1.96,公明,4.0,131105
2019,目黒,当,1788.0,関　賢一,,54.0,男,公明,現,,1.94,公明,4.0,131105
2019,目黒,当,1777.309,佐藤　豊,,56.0,男,公明,現,,1.93,公明,4.0,131105
2019,目黒,当,1748.0,山宮　清孝,,48.0,男,公明,現,,1.9,公明,4.0,131105
2011,目黒,落,1050.0,戸沢　二郎,とざわ　じろう,64.0,男,社民,現,区議会議員,1.26,社民,8.0,131105
2015,目黒,落,950.0,戸沢　二郎,とざわ　じろう,68.0,男,社民,元,団体職員,1.1,社民,8.0,131105
2019,目黒,落,572.0,戸沢　二郎,,72.0,男,社民,元,,0.62,社民,8.0,131105
2015,目黒,当,2335.0,山本　紘子,やまもと　ひろこ,38.0,女,維新,新,会社員,2.71,維新,3.0,131105
2015,目黒,当,1582.0,松田　哲也,まつだ　てつや,50.0,男,維新,現,区議会議員,1.83,維新,3.0,131105
2019,目黒,当,2048.0,松田　哲也,,54.0,男,維新,現,,2.23,維新,3.0,131105
2015,目黒,落,582.0,中川　治,なかがわ　おさむ,53.0,男,次世代,新,会社員,0.68,諸派,99.0,131105
2019,目黒,落,172.0,小浦　東世,,59.0,男,幸福実現党,新,,0.19,諸派,99.0,131105
2019,目黒,当,5202.0,山本　紘子,,42.0,女,立憲,現,,5.66,立憲,2.0,131105
2019,目黒,当,2227.0,梅田　雅美,,54.0,女,立憲,新,,2.42,立憲,2.0,131105
2019,目黒,当,2151.0,西崎　翔,,35.0,男,立憲,現,,2.34,立憲,2.0,131105
2019,目黒,当,1978.0,金井　洋,,46.0,男,立憲,新,,2.15,立憲,2.0,131105
2019,目黒,当,1737.22,橋本　祥平,,29.0,男,立憲,新,,1.89,立憲,2.0,131105
2019,目黒,当,2753.0,田添　麻友,,36.0,女,都民ファーストの会,現,,2.99,諸派,99.0,131105
2019,目黒,落,1170.959,田嶋　慎治,,49.0,男,都民ファーストの会,新,,1.27,諸派,99.0,131105
2019,目黒,落,971.0,柿原　健作,,48.0,男,都民ファーストの会,新,,1.06,諸派,99.0,131105
2019,目黒,当,1978.885,川端　慎二,,42.0,男,NHKから国民を守る党,新,,2.15,NHK,9.0,131105
2015,品川,当,5232.0,高橋　慎司,,51.0,男,無所属,現,,4.31,無所属,11.0,131091
2015,品川,当,3164.0,須貝　行宏,,59.0,男,無所属,現,,2.61,無所属,11.0,131091
2015,品川,当,2632.405,鈴木　博,,58.0,男,無所属,新,,2.17,無所属,11.0,131091
2015,品川,当,2393.0,西本　貴子,,50.0,女,無所属,現,,1.97,無所属,11.0,131091
2015,品川,当,2198.0,木村　健悟,,57.0,男,無所属,新,,1.81,無所属,11.0,131091
2015,品川,当,2148.0,藤原　正則,,48.0,男,無所属,現,,1.77,無所属,11.0,131091
2015,品川,当,1803.0,渡部　茂,,44.0,男,無所属,現,,1.49,無所属,11.0,131091
2011,品川,当,5232.0,高橋　慎司,,51.0,男,無所属,現,,4.35,無所属,11.0,131091
2011,品川,当,3164.0,須貝　行宏,,59.0,男,無所属,現,,2.63,無所属,11.0,131091
2011,品川,当,2632.405,鈴木　博,,58.0,男,無所属,新,,2.19,無所属,11.0,131091
2011,品川,当,2393.0,西本　貴子,,50.0,女,無所属,現,,1.99,無所属,11.0,131091
2011,品川,当,2198.0,木村　健悟,,57.0,男,無所属,新,,1.83,無所属,11.0,131091
2011,品川,当,2148.0,藤原　正則,,48.0,男,無所属,現,,1.78,無所属,11.0,131091
2011,品川,当,1803.0,渡部　茂,,44.0,男,無所属,現,,1.5,無所属,11.0,131091
2011,品川,落,414.0,長岡　義男,,65.0,男,無所属,新,,0.34,無所属,11.0,131091
2011,品川,落,408.0,粕谷　俊二,,49.0,男,無所属,新,,0.34,無所属,11.0,131091
2011,品川,落,178.0,杉森　正春,,60.0,男,無所属,新,,0.15,無所属,11.0,131091
2015,品川,落,414.0,長岡　義男,,65.0,男,無所属,新,,0.34,無所属,11.0,131091
2015,品川,落,408.0,粕谷　俊二,,49.0,男,無所属,新,,0.34,無所属,11.0,131091
2015,品川,落,178.0,杉森　正春,,60.0,男,無所属,新,,0.15,無所属,11.0,131091
2019,品川,当,6205.403,高橋　慎司,,59.0,男,無所属,現,,4.85,無所属,11.0,131091
2019,品川,当,3290.0,妹尾　麻里,,41.0,女,無所属,新,,2.57,無所属,11.0,131091
2019,品川,当,2711.0,西本　貴子,,58.0,女,無所属,元,,2.12,無所属,11.0,131091
2019,品川,当,2669.0,木村　健悟,,65.0,男,無所属,現,,2.08,無所属,11.0,131091
2019,品川,当,2522.0,須貝　行宏,,67.0,男,無所属,現,,1.97,無所属,11.0,131091
2019,品川,当,2427.766,鈴木　博,,66.0,男,無所属,現,,1.9,無所属,11.0,131091
2019,品川,当,1933.0,松沢　和昌,,43.0,男,無所属,新,,1.51,無所属,11.0,131091
2019,品川,当,1898.0,藤原　正則,,56.0,男,無所属,現,,1.48,無所属,11.0,131091
2019,品川,落,1860.0,高野　洋介,,27.0,男,無所属,新,,1.45,無所属,11.0,131091
2019,品川,落,1814.995,西村　柳一郎,,41.0,男,無所属,新,,1.42,無所属,11.0,131091
2015,品川,当,2134.0,大西　光広,,53.0,男,みんな,現,,1.76,諸派,99.0,131091
2015,品川,当,1681.09,吉田　あつみ,,53.0,女,みんな,新,,1.39,諸派,99.0,131091
2015,品川,落,1552.137,小林　誠,,36.0,男,みんな,新,,1.28,諸派,99.0,131091
2015,品川,落,1457.547,吉田　楽,,38.0,男,みんな,新,,1.2,諸派,99.0,131091
2015,品川,落,1444.985,伊藤　優太,,26.0,男,みんな,新,,1.19,諸派,99.0,131091
2011,品川,当,2134.0,大西　光広,,53.0,男,みんな,現,,1.77,諸派,99.0,131091
2011,品川,当,1681.09,吉田　あつみ,,53.0,女,みんな,新,,1.4,諸派,99.0,131091
2011,品川,落,1552.137,小林　誠,,36.0,男,みんな,新,,1.29,諸派,99.0,131091
2011,品川,落,1457.547,吉田　楽,,38.0,男,みんな,新,,1.21,諸派,99.0,131091
2011,品川,落,1444.985,伊藤　優太,,26.0,男,みんな,新,,1.2,諸派,99.0,131091
2015,品川,当,3458.61,石田　秀男,,51.0,男,自民,元,,2.85,自民,1.0,131091
2015,品川,当,3070.972,鈴木　真澄,,58.0,男,自民,現,,2.53,自民,1.0,131091
2015,品川,当,3019.0,松沢　利行,,65.0,男,自民,現,,2.49,自民,1.0,131091
2015,品川,当,2964.0,沢田　洋和,,30.0,男,自民,現,,2.44,自民,1.0,131091
2015,品川,当,2922.014,伊藤　昌宏,,49.0,男,自民,現,,2.41,自民,1.0,131091
2015,品川,当,2422.0,本多　健信,,44.0,男,自民,現,,2.0,自民,1.0,131091
2015,品川,当,2380.0,大沢　真一,,52.0,男,自民,現,,1.96,自民,1.0,131091
2015,品川,当,2329.0,渡辺　裕一,,38.0,男,自民,現,,1.92,自民,1.0,131091
2015,品川,当,2248.0,山内　晃,,42.0,男,自民,現,,1.85,自民,1.0,131091
2015,品川,当,2033.0,須藤　安通,,68.0,男,自民,現,,1.68,自民,1.0,131091
2015,品川,当,1774.0,原　浩三,,54.0,男,自民,現,,1.46,自民,1.0,131091
2015,品川,落,1618.0,林　宏,,66.0,男,自民,現,,1.33,自民,1.0,131091
2015,品川,落,1588.36,吉田　征四郎,,55.0,男,自民,新,,1.31,自民,1.0,131091
2011,品川,当,3458.61,石田　秀男,,51.0,男,自民,元,,2.87,自民,1.0,131091
2011,品川,当,3070.972,鈴木　真澄,,58.0,男,自民,現,,2.55,自民,1.0,131091
2011,品川,当,3019.0,松沢　利行,,65.0,男,自民,現,,2.51,自民,1.0,131091
2011,品川,当,2964.0,沢田　洋和,,30.0,男,自民,現,,2.46,自民,1.0,131091
2011,品川,当,2922.014,伊藤　昌宏,,49.0,男,自民,現,,2.43,自民,1.0,131091
2011,品川,当,2422.0,本多　健信,,44.0,男,自民,現,,2.01,自民,1.0,131091
2011,品川,当,2380.0,大沢　真一,,52.0,男,自民,現,,1.98,自民,1.0,131091
2011,品川,当,2329.0,渡辺　裕一,,38.0,男,自民,現,,1.94,自民,1.0,131091
2011,品川,当,2248.0,山内　晃,,42.0,男,自民,現,,1.87,自民,1.0,131091
2011,品川,当,2033.0,須藤　安通,,68.0,男,自民,現,,1.69,自民,1.0,131091
2011,品川,当,1774.0,原　浩三,,54.0,男,自民,現,,1.47,自民,1.0,131091
2011,品川,落,1618.0,林　宏,,66.0,男,自民,現,,1.34,自民,1.0,131091
2011,品川,落,1588.36,吉田　征四郎,,55.0,男,自民,新,,1.32,自民,1.0,131091
2019,品川,当,3641.546,西村　直子,,38.0,女,自民,新,,2.84,自民,1.0,131091
2019,品川,当,2960.482,石田　秀男,,59.0,男,自民,現,,2.31,自民,1.0,131091
2019,品川,当,2911.596,高橋　伸明,,54.0,男,自民,現,,2.27,自民,1.0,131091
2019,品川,当,2910.63,鈴木　真澄,,66.0,男,自民,現,,2.27,自民,1.0,131091
2019,品川,当,2896.0,芹沢　裕次郎,,29.0,男,自民,現,,2.26,自民,1.0,131091
2019,品川,当,2291.0,渡辺　裕一,,45.0,男,自民,現,,1.79,自民,1.0,131091
2019,品川,当,2203.0,本多　健信,,52.0,男,自民,現,,1.72,自民,1.0,131091
2019,品川,当,2200.0,湯沢　一貴,,42.0,男,自民,新,,1.72,自民,1.0,131091
2019,品川,当,2188.0,横山　由香理,,38.0,女,自民,現,,1.71,自民,1.0,131091
2019,品川,当,2109.0,渡部　茂,,52.0,男,自民,現,,1.65,自民,1.0,131091
2019,品川,当,1932.0,大沢　真一,,60.0,男,自民,現,,1.51,自民,1.0,131091
2019,品川,当,1900.0,小芝　新,,37.0,男,自民,新,,1.48,自民,1.0,131091
2019,品川,落,1843.501,伊藤　昌宏,,57.0,男,自民,現,,1.44,自民,1.0,131091
2015,品川,当,3572.621,鈴木　ひろ子,,57.0,女,共産,元,,2.95,共産,5.0,131091
2015,品川,当,2850.0,中塚　亮,,35.0,男,共産,現,,2.35,共産,5.0,131091
2015,品川,当,2737.607,石田　知広,,35.0,女,共産,新,,2.26,共産,5.0,131091
2015,品川,当,2239.0,宮崎　克俊,,55.0,男,共産,現,,1.85,共産,5.0,131091
2015,品川,当,2188.0,南　恵子,,62.0,女,共産,現,,1.8,共産,5.0,131091
2015,品川,当,2046.0,飯沼　雅子,,61.0,女,共産,現,,1.69,共産,5.0,131091
2015,品川,落,1669.0,安藤　泰作,,37.0,男,共産,現,,1.38,共産,5.0,131091
2011,品川,当,3572.621,鈴木　ひろ子,,57.0,女,共産,元,,2.97,共産,5.0,131091
2011,品川,当,2850.0,中塚　亮,,35.0,男,共産,現,,2.37,共産,5.0,131091
2011,品川,当,2737.607,石田　知広,,35.0,女,共産,新,,2.28,共産,5.0,131091
2011,品川,当,2239.0,宮崎　克俊,,55.0,男,共産,現,,1.86,共産,5.0,131091
2011,品川,当,2188.0,南　恵子,,62.0,女,共産,現,,1.82,共産,5.0,131091
2011,品川,当,2046.0,飯沼　雅子,,61.0,女,共産,現,,1.7,共産,5.0,131091
2011,品川,落,1669.0,安藤　泰作,,37.0,男,共産,現,,1.39,共産,5.0,131091
2019,品川,当,3526.058,鈴木　ひろ子,,65.0,女,共産,現,,2.75,共産,5.0,131091
2019,品川,当,3353.0,中塚　亮,,43.0,男,共産,現,,2.62,共産,5.0,131091
2019,品川,当,2588.0,奥野　晋治,,62.0,男,共産,現,,2.02,共産,5.0,131091
2019,品川,当,2449.168,石田　知広,,43.0,女,共産,現,,1.91,共産,5.0,131091
2019,品川,当,2215.0,安藤　泰作,,45.0,男,共産,現,,1.73,共産,5.0,131091
2019,品川,当,2149.0,野館　稔史,,33.0,男,共産,現,,1.68,共産,5.0,131091
